IDS,COUNTY_NAME,LONGITUDE,LATITUDE,SURFELV,WELL_TYPE,LOG_TYPE,TOP_JTOWN,THICK_JTOWN,TOP_COLCH,THICK_COLCH,TOP_SEELY,THICK_SEELY,TOP_DEKOVEN,THICK_DEKOVEN,TOP_LWRDEK,THICK_LWRDEK,TOP_DAVIS,THICK_DAVIS
02324662000C,CLARK,-87.893274,39.303355,555,Producer-Oil and Gas,Nuclear Log,,,,,205,4,,,,,,
02324691000C,CLARK,-87.965337,39.358654,657,Producer-Oil and Gas,Nuclear Log,,,,,328.5,3.5,,,,,,
02324718000C,CLARK,-87.965389,39.360488,656,Producer-Oil and Gas,Nuclear Log,,,,,323.5,2.5,,,,,,
02324741000C,CLARK,-87.826449,39.429547,653,Coal Test,Multiple log types,,,,,-60.2,2,,,,,,
02324744000C,CLARK,-87.74312,39.477471,570,Coal Test,Multiple log types,,,,,-153.2,4.8,,,,,,
02324747000C,CLARK,-87.733439,39.457651,620,Coal Test,Multiple log types,,,,,-187.6,3.7,,,,,,
02324748000C,CLARK,-87.694408,39.442482,545,Coal Test,Multiple log types,,,-186.5,1.1,-197,5.1,,,,,,
02324772000C,CLARK,-87.983837,39.434776,667,Dry Hole,Gamma Ray Density,,,412,1,395,3,,,,,,
02324780000C,CLARK,-87.983331,39.438248,670,Producer-Oil and Gas,Gamma Ray Density,,,408.5,0.5,373,3,,,,,,
02324835000C,CLARK,-87.985251,39.438883,669,Producer-Oil and Gas,Gamma Ray Density,,,378,2,362,2,,,,,,
02324887000C,CLARK,-87.727297,39.191371,555.5,Producer-Oil and Gas,Electric Log,8.5,5,-220.5,2,-264.5,6,,,,,,
02324910000C,CLARK,-87.720537,39.230616,579,Coal Test,Multiple log types,12,5,,,-252.5,6,,,,,,
02325233000C,CLARK,-87.583882,39.46858,532,Producer-Oil and Gas,Nuclear Log,,,,,18,5,,,,,,
02325329000C,CLARK,-87.625359,39.381247,494.5,Dry Hole,Multiple log types,,,-73.5,0,-90.5,2.5,,,,,,
02325401000C,CLARK,-87.923431,39.466747,702,Producer-Oil and Gas,Nuclear Log,,,245,0,206,3,,,,,,
02325938000C,CLARK,-87.720535,39.230685,579,Coal Test,Drillers Log,12.4,5.5,,,-252.3,6.88,,,,,,
02325939000C,CLARK,-87.99601,39.368508,670,Coal Test,Drillers Log,507,4,361.1,2.39,325.4,4.82,,,,,,
02326038000C,CLARK,-87.658084,39.196775,466,Dry Hole,Gamma Ray Density,57,5.5,,,-212,12,,,,,,
02326055000C,CLARK,-87.607103,39.313547,450,Coal Test,Drillers Log,,,,,-144.4,4.7,,,,,,
02326056000C,CLARK,-87.60332,39.324439,450,Coal Test,Drillers Log,,,,,-148.3,3.1,,,,,,
02326369000C,CLARK,-87.69033,39.350611,615,Coal Test,Drillers Log,,,,,-169.8,4.8,,,,,,
02326370000C,CLARK,-87.64156,39.335122,540,Coal Test,Drillers Log,,,,,-188.2,5.5,,,,,,
02326618000C,CLARK,-87.719684,39.305817,488.7,Coal Test,Drillers Log,23,1,,,,,,,,,,
02326620000C,CLARK,-87.773089,39.267797,589.8,Coal Test,Drillers Log,-13.4,5.5,,,,,,,,,,
02326638000C,CLARK,-87.716834,39.271711,551.3,Coal Test,Drillers Log,43.7,5.2,,,,,,,,,,
02370001000C,CLARK,-87.609208,39.262567,455,Coal Test,Drillers Log,106.7,1.2,,,,,,,,,,
02390001000C,CLARK,-87.656511,39.201322,461,Coal Test,Drillers Log,49,3.21,,,,,,,,,,
02390002000C,CLARK,-87.656644,39.215826,465,Coal Test,Drillers Log,63.3,4.33,,,-209,6.58,,,,,,
02390003000C,CLARK,-87.684152,39.230448,520,Coal Test,Drillers Log,50.2,3,,,,,,,,,,
02390004000C,CLARK,-87.66375,39.200514,471,Coal Test,Drillers Log,60,5.58,,,,,,,,,,
02390005000C,CLARK,-87.666229,39.172105,463,Coal Test,Drillers Log,44.2,4.91,,,,,,,,,,
02390006000C,CLARK,-87.656409,39.241141,462,Coal Test,Drillers Log,72,5,,,,,,,,,,
02390007000C,CLARK,-87.663495,39.194082,462,Coal Test,Drillers Log,40,5.59,,,,,,,,,,
02390008000C,CLARK,-87.63038,39.186474,440,Coal Test,Drillers Log,76,5.25,,,,,,,,,,
02390009000C,CLARK,-87.64042,39.209461,445,Coal Test,Drillers Log,59,5.25,,,,,,,,,,
02390010000C,CLARK,-87.594703,39.215017,445,Coal Test,Drillers Log,105,5.42,,,,,,,,,,
02390011000C,CLARK,-87.647348,39.227204,470,Coal Test,Drillers Log,86,5.67,,,,,,,,,,
02390012000C,CLARK,-87.623776,39.24446,455,Coal Test,Drillers Log,94.3,5.08,,,,,,,,,,
02390013000C,CLARK,-87.597809,39.244421,456,Coal Test,Drillers Log,104.7,5.33,,,,,,,,,,
02390014000C,CLARK,-87.621651,39.215368,446,Coal Test,Drillers Log,83.5,5.5,,,,,,,,,,
02390015000C,CLARK,-87.609592,39.251943,454,Coal Test,Drillers Log,81.2,2.75,,,,,,,,,,
02390016000C,CLARK,-87.684174,39.215903,510,Coal Test,Drillers Log,31.6,5.67,,,,,,,,,,
02390017000C,CLARK,-87.670435,39.215904,480,Coal Test,Drillers Log,49.5,6.41,,,,,,,,,,
02390018000C,CLARK,-87.633405,39.215435,450,,,93.7,5.59,,,,,,,,,,
02390019000C,CLARK,-87.62873,39.215332,447,Coal Test,Drillers Log,86.2,5.17,,,,,,,,,,
02390020000C,CLARK,-87.684162,39.22317,514,Coal Test,Drillers Log,33.5,5.08,,,,,,,,,,
02390021000C,CLARK,-87.675043,39.223153,514,Coal Test,Drillers Log,38,5.25,,,,,,,,,,
02390022000C,CLARK,-87.665668,39.223166,474,Coal Test,Drillers Log,49,5,,,,,,,,,,
02390023000C,CLARK,-87.656702,39.222986,465,Coal Test,Drillers Log,86.5,5.33,,,,,,,,,,
02390024000C,CLARK,-87.66558,39.226804,480,Coal Test,Drillers Log,51,5.25,,,,,,,,,,
02390025000C,CLARK,-87.665493,39.230433,466,Coal Test,Drillers Log,47,4.5,,,,,,,,,,
02390026000C,CLARK,-87.656366,39.230273,464,Coal Test,Drillers Log,66.8,5.17,,,,,,,,,,
02390027000C,CLARK,-87.647243,39.230107,471,Coal Test,Drillers Log,90.5,6,,,,,,,,,,
02390028000C,CLARK,-87.637891,39.230021,455,Coal Test,Drillers Log,83.2,6.42,,,,,,,,,,
02390029000C,CLARK,-87.679542,39.237691,470,Coal Test,Drillers Log,39.7,4.58,,,,,,,,,,
02390030000C,CLARK,-87.590673,39.244379,450,Coal Test,Drillers Log,118,4.83,,,,,,,,,,
02390031000C,CLARK,-87.61896,39.252103,451,Coal Test,Drillers Log,49.8,4.5,,,,,,,,,,
02390032000C,CLARK,-87.618918,39.259386,453,Coal Test,Drillers Log,82.8,3.67,,,,,,,,,,
02390033000C,CLARK,-87.65712,39.172103,453,Coal Test,Drillers Log,34.7,4.17,,,,,,,,,,
02390034000C,CLARK,-87.638308,39.173897,445,Coal Test,Drillers Log,37.6,5.25,,,,,,,,,,
02390035000C,CLARK,-87.679523,39.179448,506,Coal Test,Drillers Log,20.5,2.71,,,,,,,,,,
02390036000C,CLARK,-87.666067,39.179569,467,Coal Test,Drillers Log,40.7,4.75,,,,,,,,,,
02390037000C,CLARK,-87.638305,39.180615,455,Coal Test,Drillers Log,62.4,4.84,,,,,,,,,,
02390038000C,CLARK,-87.628957,39.179121,440,Coal Test,Drillers Log,79.7,5,,,,,,,,,,
02390039000C,CLARK,-87.665917,39.186858,481,Coal Test,Drillers Log,35,5.33,,,,,,,,,,
02390040000C,CLARK,-87.647601,39.186536,465,Coal Test,Drillers Log,65,4.5,,,-180,6.94,,,,,,
02390041000C,CLARK,-87.638324,39.186474,457,Coal Test,Drillers Log,64.2,5.75,,,,,,,,,,
02390042000C,CLARK,-87.675257,39.194073,510,Coal Test,Drillers Log,19.9,5.17,,,,,,,,,,
02390043000C,CLARK,-87.656867,39.194038,455,Coal Test,Drillers Log,40,5.75,,,,,,,,,,
02390044000C,CLARK,-87.647501,39.194015,458,Coal Test,Drillers Log,61.9,6.5,,,,,,,,,,
02390045000C,CLARK,-87.638221,39.193776,455,Coal Test,Drillers Log,70.9,5.58,,,,,,,,,,
02390046000C,CLARK,-87.647409,39.2013,461,Coal Test,Drillers Log,69.5,4.83,,,,,,,,,,
02390047000C,CLARK,-87.609625,39.244486,453,Coal Test,Drillers Log,90.8,5.5,-102.7,1.33,-203.5,7.4,,,,,,
02390048000C,CLARK,-87.66589,39.194059,480,Coal Test,Drillers Log,25.5,6,,,,,,,,,,
02390049000C,CLARK,-87.675243,39.201362,512,Coal Test,Drillers Log,47.5,5.08,,,,,,,,,,
02390050000C,CLARK,-87.675017,39.215904,510,Coal Test,Drillers Log,37.6,5.67,,,,,,,,,,
02390051000C,CLARK,-87.609849,39.222713,450,Coal Test,Drillers Log,79,4.42,,,,,,,,,,
02390052000C,CLARK,-87.60989,39.215446,449,Coal Test,Drillers Log,109,4.66,,,,,,,,,,
02390053000C,CLARK,-87.656509,39.255702,480,Coal Test,Drillers Log,71.5,3,,,,,,,,,,
02390054000C,CLARK,-87.62826,39.25937,467,Coal Test,Drillers Log,105,2.42,,,,,,,,,,
02390055000C,CLARK,-87.637676,39.259322,456,Coal Test,Drillers Log,97.7,3.42,,,,,,,,,,
02390056000C,CLARK,-87.665896,39.255797,510,Coal Test,Drillers Log,72.5,3.42,,,,,,,,,,
02390057000C,CLARK,-87.628379,39.251911,458,Coal Test,Drillers Log,93.7,2.25,,,,,,,,,,
02390058000C,CLARK,-87.637747,39.252039,450,Coal Test,Drillers Log,85.7,4.58,,,,,,,,,,
02390059000C,CLARK,-87.628499,39.244453,455,Coal Test,Drillers Log,92.2,5.64,,,,,,,,,,
02390060000C,CLARK,-87.58638,39.222496,448,Coal Test,Drillers Log,107.4,5.58,,,,,,,,,,
02390061000C,CLARK,-87.628531,39.229944,448,Coal Test,Drillers Log,95.5,5.83,,,,,,,,,,
02390062000C,CLARK,-87.579099,39.236983,434,Coal Test,Drillers Log,110.4,4.84,,,,,,,,,,
02390063000C,CLARK,-87.590809,39.237095,450,Coal Test,Drillers Log,115.1,5.91,,,,,,,,,,
02390064000C,CLARK,-87.600181,39.237146,450,Coal Test,Drillers Log,92.6,4.67,,,,,,,,,,
02390065000C,CLARK,-87.628514,39.237172,455,Coal Test,Drillers Log,98.4,5.75,,,,,,,,,,
02390066000C,CLARK,-87.581576,39.229707,456,Coal Test,Drillers Log,107.2,5,,,,,,,,,,
02390067000C,CLARK,-87.590943,39.229766,455,Coal Test,Drillers Log,103.5,5.08,,,,,,,,,,
02390068000C,CLARK,-87.600313,39.229878,455,Coal Test,Drillers Log,104.1,5.75,,,,,,,,,,
02390069000C,CLARK,-87.609817,39.22999,454,Coal Test,Drillers Log,85.5,4.38,,,,,,,,,,
02390070000C,CLARK,-87.61918,39.229965,450,Coal Test,Drillers Log,88.2,4.59,,,,,,,,,,
02390071000C,CLARK,-87.600438,39.222588,453,Coal Test,Drillers Log,108.2,3.84,,,,,,,,,,
02390072000C,CLARK,-87.628629,39.222639,448,Coal Test,Drillers Log,73.3,5.41,,,,,,,,,,
02390073000C,CLARK,-87.619221,39.222682,444,Coal Test,Drillers Log,85.9,3.71,,,,,,,,,,
02390074000C,CLARK,-87.575178,39.222453,430,Coal Test,Drillers Log,112.2,4.25,,,-153.7,7.25,,,,,,
02390075000C,CLARK,-87.681039,39.208632,510,Coal Test,Drillers Log,25.7,1.5,,,,,,,,,,
02390076000C,CLARK,-87.702821,39.208574,565,Coal Test,Drillers Log,15.2,3.75,,,,,,,,,,
02390077000C,CLARK,-87.702771,39.21586,566,Coal Test,Drillers Log,13.8,4.33,,,,,,,,,,
02390078000C,CLARK,-87.702663,39.223169,546,Coal Test,Drillers Log,27.2,5.17,,,,,,,,,,
02390079000C,CLARK,-87.693542,39.215877,530,Coal Test,Drillers Log,6.3,5.08,,,,,,,,,,
02390080000C,CLARK,-87.693521,39.230453,525,Coal Test,Drillers Log,42.1,4.66,,,,,,,,,,
02390081000C,CLARK,-87.721479,39.203194,524,Coal Test,Drillers Log,-1,4.67,,,,,,,,,,
02390082000C,CLARK,-87.665861,39.206804,475,Coal Test,Drillers Log,55,6,,,,,,,,,,
02390084000C,CLARK,-87.600558,39.215347,449,Coal Test,Drillers Log,106.8,5.42,,,,,,,,,,
02390085000C,CLARK,-87.589807,39.207971,438.6,Coal Test,Drillers Log,103.3,4.92,,,,,,,,,,
02390086000C,CLARK,-87.591166,39.207971,450,Coal Test,Drillers Log,97.2,5.25,,,,,,,,,,
02390087000C,CLARK,-87.600526,39.208063,445,Coal Test,Drillers Log,99,5.62,,,,,,,,,,
02390088000C,CLARK,-87.619325,39.208099,444,Coal Test,Drillers Log,101.7,5,,,,,,,,,,
02390089000C,CLARK,-87.628732,39.209225,445,Coal Test,Drillers Log,83.4,6.25,,,,,,,,,,
02390090000C,CLARK,-87.59114,39.200802,447,Coal Test,Drillers Log,108.6,4.83,,,,,,,,,,
02390091000C,CLARK,-87.610028,39.200875,441.7,Coal Test,Drillers Log,88.4,5,,,,,,,,,,
02390092000C,CLARK,-87.619393,39.200849,441,Coal Test,Drillers Log,98.6,6.08,,,,,,,,,,
02390093000C,CLARK,-87.628767,39.199459,440.8,Coal Test,Drillers Log,92.8,4.83,,,,,,,,,,
02390094000C,CLARK,-87.610123,39.193592,440,Coal Test,Drillers Log,85.7,6.33,,,,,,,,,,
02390095000C,CLARK,-87.619571,39.186828,441.3,Coal Test,Drillers Log,91.9,5.27,,,,,,,,,,
02390096000C,CLARK,-87.656784,39.208539,463,Coal Test,Drillers Log,62,1.84,,,,,,,,,,
02390097000C,CLARK,-87.670545,39.208631,475,Coal Test,Drillers Log,59,4.58,,,,,,,,,,
03300001000C,CRAWFORD,-87.826784,39.106987,585,Oil and Gas Test,Electric Log,44,4,-193,,-211,6,,,,,,
03300004000C,CRAWFORD,-87.630196,38.868575,551,Oil and Gas Test,Electric Log,51,,-218,,-228,6,,,,,,
03300005000C,CRAWFORD,-87.715588,39.155094,515,Oil and Gas Test,Electric Log,-11,,-245,,-309,5,,,,,,
03300037000C,CRAWFORD,-87.602464,38.987907,460,Coal Test,Other Core Study,67,3.1,-184,0.6,-197.8,2.33,,,,,,
03300066000C,CRAWFORD,-87.663098,38.876191,460,Coal Test,Survey Core Study,-3,3.8,,,,,,,,,,
03300107000C,CRAWFORD,-87.650879,39.068049,449,Coal Test,Drillers Log,-4,,-265,0.5,-298,8.5,,,,,,
03300109000C,CRAWFORD,-87.669945,39.053818,470,Coal Test,Drillers Log,-34,3.8,-296,1.8,-326,7,,,,,,
03300168000C,CRAWFORD,-87.535044,38.905104,442,Oil and Gas Test,Electric Log,144,,-123,,,,,,,,,
03300169000C,CRAWFORD,-87.614697,38.881902,495,Oil and Gas Test,Electric Log,65,3,-180,,-212,5,,,,,,
03300174000C,CRAWFORD,-87.632455,38.879646,581,Oil and Gas Test,Electric Log,43,3.5,-233,,-252,4,,,,,,
03300175000C,CRAWFORD,-87.676222,38.865018,451,Oil and Gas Test,Electric Log,37,,-221,,-238,5,,,,,,
03300180000C,CRAWFORD,-87.74706,38.926968,582,Oil and Gas Test,Electric Log,47,,-194,,-216,3,,,,,,
03300181000C,CRAWFORD,-87.671306,38.86786,450,Oil and Gas Test,Electric Log,35,,-230,,-250,4.5,,,,,,
03300187000C,CRAWFORD,-87.690444,38.87086,463,Oil and Gas Test,Electric Log,77,,-202,,-221,6,,,,,,
03300189000C,CRAWFORD,-87.690506,38.879931,521,Oil and Gas Test,Electric Log,49,,-249,,-272,7,,,,,,
03300196000C,CRAWFORD,-87.798546,38.908087,467,Oil and Gas Test,Electric Log,,,-188,,-205,,,,,,,
03300203000C,CRAWFORD,-87.862308,38.90076,464,Oil and Gas Test,Electric Log,-254,,-520,,-547,,,,,,,
03300204000C,CRAWFORD,-87.906708,38.887787,441,Oil and Gas Test,Electric Log,-419,,-709,,-732,2.5,,,,,,
03300205000C,CRAWFORD,-87.883478,38.884103,449,Oil and Gas Test,Electric Log,-335,,-615,,-633,4.5,,,,,,
03300206000C,CRAWFORD,-87.815272,38.893072,436,Oil and Gas Test,Electric Log,-18,,-267,,-288,5,,,,,,
03300207000C,CRAWFORD,-87.812691,38.858189,428,Oil and Gas Test,Electric Log,-95,,-351,,-368,3,,,,,,
03300208000C,CRAWFORD,-87.934009,38.855618,466,Oil and Gas Test,Electric Log,-503,2.5,,,,,,,,,,
03300230000C,CRAWFORD,-87.780745,38.91279,468,Oil and Gas Test,Electric Log,38,,-212,,-236,5,,,,,,
03300233000C,CRAWFORD,-87.851698,38.921846,477,Oil and Gas Test,Electric Log,-3,,-255,,-268,5.5,,,,,,
03300239000C,CRAWFORD,-87.848081,38.922825,474,Oil and Gas Test,Electric Log,29,,-217,,-248,6,,,,,,
03300243000C,CRAWFORD,-87.798699,38.995918,520,Oil and Gas Test,Electric Log,56,2.5,-200,,-219,3,,,,,,
03300245000C,CRAWFORD,-87.878167,38.997546,482,Oil and Gas Test,Electric Log,65,2.5,-160,,-185,7,,,,,,
03300247000C,CRAWFORD,-87.892057,38.984362,484,Oil and Gas Test,Electric Log,-5,,-227,,-249,3.5,,,,,,
03300248000C,CRAWFORD,-87.902718,38.979701,491,Oil and Gas Test,Electric Log,-66,,-298,,-324,,,,,,,
03300249000C,CRAWFORD,-87.862586,38.980615,479,Oil and Gas Test,Electric Log,33,,-199,,-217,7,,,,,,
03300256000C,CRAWFORD,-87.856426,38.953185,474,Oil and Gas Test,Electric Log,39,,-185,,-210,5.5,,,,,,
03300260000C,CRAWFORD,-87.822415,38.946769,514,Oil and Gas Test,Electric Log,9,,-232,,-251,5,,,,,,
03300261000C,CRAWFORD,-87.830219,38.929351,500,Oil and Gas Test,Electric Log,68,,-108,,-198,7,,,,,,
03300273000C,CRAWFORD,-87.749285,38.956273,527,Oil and Gas Test,Electric Log,39,,-223,,-243,4,,,,,,
03300278000C,CRAWFORD,-87.740082,38.93241,576,Oil and Gas Test,Electric Log,50,,-212,,-230,6,,,,,,
03300280000C,CRAWFORD,-87.758454,38.93587,504,Oil and Gas Test,Electric Log,29,,-220,,-231,7,,,,,,
03300281000C,CRAWFORD,-87.562769,38.952326,457,Oil and Gas Test,Electric Log,102,3,-205,,-220,7,,,,,,
03300283000C,CRAWFORD,-87.642852,38.970141,483,Oil and Gas Test,Electric Log,36,,-192,,,,,,,,,
03300284000C,CRAWFORD,-87.640508,38.96618,512,Oil and Gas Test,Electric Log,30,,,,,,,,,,,
03300285000C,CRAWFORD,-87.595301,38.988784,559,Oil and Gas Test,Electric Log,57,3,-184,,-203,6,,,,,,
03300290000C,CRAWFORD,-87.62886,39.028044,449,Oil and Gas Test,Electric Log,-3,,-255,,-279,5,,,,,,
03300291000C,CRAWFORD,-87.795273,39.00157,523,Oil and Gas Test,Electric Log,55,2,-186,,-208,4.5,,,,,,
03300294000C,CRAWFORD,-87.586466,39.058286,436,Oil and Gas Test,Electric Log,46,,-198,,,,,,,,,
03300299000C,CRAWFORD,-87.701745,39.080063,570,Oil and Gas Test,Electric Log,-29,,-270,,,,,,,,,
03300301000C,CRAWFORD,-87.727432,39.074567,542,Oil and Gas Test,Electric Log,-35,,-286,,-302,,,,,,,
03300304000C,CRAWFORD,-87.790205,39.061312,550,Oil and Gas Test,Electric Log,-6,,-240,,-272,,,,,,,
03300306000C,CRAWFORD,-87.742764,39.064663,585,Oil and Gas Test,Electric Log,-38,,-276,,-289,3,,,,,,
03300308000C,CRAWFORD,-87.734544,39.067347,551,Oil and Gas Test,Electric Log,-42,,-285,,-300,6,,,,,,
03300315000C,CRAWFORD,-87.788542,39.028712,541,Oil and Gas Test,Electric Log,41,,-179,,-218,5.5,,,,,,
03300332000C,CRAWFORD,-87.819045,39.071735,498,Oil and Gas Test,Electric Log,21,,-223,,-246,4.5,,,,,,
03300334000C,CRAWFORD,-87.876218,39.068131,526,Oil and Gas Test,Electric Log,11,,,,,,,,,,,
03300335000C,CRAWFORD,-87.888099,39.065885,495,Oil and Gas Test,Electric Log,,,-214,,-240,5,,,,,,
03300339000C,CRAWFORD,-87.837473,39.059691,536,Oil and Gas Test,Electric Log,16,,-218,,-231,3.5,,,,,,
03300343000C,CRAWFORD,-87.876353,39.044164,520,Oil and Gas Test,Electric Log,49,,-176,,,,,,,,,
03300349000C,CRAWFORD,-87.908085,39.029601,501,Oil and Gas Test,Electric Log,,,-256,,-283,6,,,,,,
03300354000C,CRAWFORD,-87.804825,39.029911,540,Oil and Gas Test,Electric Log,47,,-174,,-204,2,,,,,,
03300363000C,CRAWFORD,-87.855303,39.001315,488,Oil and Gas Test,Electric Log,41,,,,-215,3.5,,,,,,
03300366000C,CRAWFORD,-87.814112,39.0023,493,Oil and Gas Test,Electric Log,40,,-189,,-217,,,,,,,
03300367000C,CRAWFORD,-87.801232,39.007,518,Oil and Gas Test,Electric Log,56,2,-183,,,,,,,,,
03300372000C,CRAWFORD,-87.767315,39.128826,579,Oil and Gas Test,Electric Log,21,,-226,,-262,5,,,,,,
03300380000C,CRAWFORD,-87.889226,39.132674,544,Oil and Gas Test,Electric Log,103,,-104,,-120,7,,,,,,
03300381000C,CRAWFORD,-87.879872,39.140043,540,Oil and Gas Test,Electric Log,84,,-112,,-144,5,,,,,,
03300382000C,CRAWFORD,-87.89514,39.121692,539,Oil and Gas Test,Electric Log,75,,-139,,-153,5,,,,,,
03300384000C,CRAWFORD,-87.83262,39.089836,555,Oil and Gas Test,Electric Log,19,,,,-245,3.5,,,,,,
03300386000C,CRAWFORD,-87.899824,39.121593,537,Oil and Gas Test,Electric Log,47,,-159,,-180,4,,,,,,
03300395000C,CRAWFORD,-87.757737,38.91309,523,Oil and Gas Test,Electric Log,56,,-188,,-207,6,,,,,,
03300402000C,CRAWFORD,-87.78429,38.876789,506,Oil and Gas Test,Electric Log,-5,,-251,,-262,,,,,,,
03300407000C,CRAWFORD,-87.925616,38.860188,474,Oil and Gas Test,Electric Log,,,-782,,-814,3,,,,,,
03300410000C,CRAWFORD,-87.927986,39.172306,565,Oil and Gas Test,Electric Log,300,,,,,,,,,,,
03300437000C,CRAWFORD,-87.714174,38.925198,615,Oil and Gas Test,Electric Log,,,-195,,-205,,,,,,,
03300442000C,CRAWFORD,-87.751551,38.881879,507,Oil and Gas Test,Electric Log,22,,-233,,-243,6,,,,,,
03300445000C,CRAWFORD,-87.746667,39.097314,548,Oil and Gas Test,Electric Log,-38,,,,-293,,,,,,,
03300446000C,CRAWFORD,-87.773558,39.147876,566,Oil and Gas Test,Electric Log,-1,,-244,,-272,8,,,,,,
03300447000C,CRAWFORD,-87.757916,39.168365,546,Oil and Gas Test,Electric Log,39,,-194,,-232,7,,,,,,
03300448000C,CRAWFORD,-87.750914,39.170657,539,Oil and Gas Test,Electric Log,23,,-213,,-255,6,,,,,,
03300460000C,CRAWFORD,-87.688119,38.934591,555,Oil and Gas Test,Electric Log,59,,-236,,-248,6,,,,,,
03300476000C,CRAWFORD,-87.74461,38.961876,532,Oil and Gas Test,Electric Log,42,,-238,,-251,6,,,,,,
03300477000C,CRAWFORD,-87.749008,38.859914,484,Oil and Gas Test,Electric Log,-14,,-281,,-297,,,,,,,
03300479000C,CRAWFORD,-87.723229,39.034223,521,Oil and Gas Test,Electric Log,-47,,-274,,-303,5,,,,,,
03300480000C,CRAWFORD,-87.675858,39.051091,477,Oil and Gas Test,Electric Log,-9,,-265,,-297,,,,,,,
03300481000C,CRAWFORD,-87.661553,39.060061,465,Oil and Gas Test,Electric Log,-5,,-263,,-302,,,,,,,
03300488000C,CRAWFORD,-87.762599,39.168167,557,Oil and Gas Test,Electric Log,28,,-203,,-240,7,,,,,,
03300500000C,CRAWFORD,-87.892683,39.170862,519,Oil and Gas Test,Electric Log,70,,-126,,-158,,,,,,,
03300513000C,CRAWFORD,-87.819735,38.860036,435,Oil and Gas Test,Electric Log,-110,,-365,,-394,4,,,,,,
03300515000C,CRAWFORD,-87.735405,38.960122,530,Oil and Gas Test,Electric Log,44,,-231,,-242,6,,,,,,
03300519000C,CRAWFORD,-87.770125,38.863033,497,Oil and Gas Test,Electric Log,-6,,-276,,-299,3,,,,,,
03300521000C,CRAWFORD,-87.756033,38.854122,463,Oil and Gas Test,Electric Log,-9,,-290,,-306,3,,,,,,
03300524000C,CRAWFORD,-87.600335,38.900567,536,Oil and Gas Test,Electric Log,29,3.5,-219,,-249,5,,,,,,
03300542000C,CRAWFORD,-87.766295,39.131569,581,Oil and Gas Test,Electric Log,25,,,,,,,,,,,
03300550000C,CRAWFORD,-87.923744,38.990687,503,Oil and Gas Test,Electric Log,-147,,,,,,,,,,,
03300559000C,CRAWFORD,-87.765609,38.913763,497,Oil and Gas Test,Electric Log,53,,-196,,-216,5,,,,,,
03300566000C,CRAWFORD,-87.673761,38.888337,496,Oil and Gas Test,Electric Log,36,3.5,-235,,-257,4.5,,,,,,
03300569000C,CRAWFORD,-87.707022,38.892221,537,Oil and Gas Test,Electric Log,106,,-185,,-201,7,,,,,,
03300585000C,CRAWFORD,-87.727946,38.871501,569,Oil and Gas Test,Electric Log,65,,-205,,-227,,,,,,,
03300588000C,CRAWFORD,-87.758531,38.87626,484,Oil and Gas Test,Electric Log,1,,-255,,-266,6,,,,,,
03300589000C,CRAWFORD,-87.847748,39.088966,590,Oil and Gas Test,Electric Log,35,,-195,,-222,4,,,,,,
03300594000C,CRAWFORD,-87.751718,38.891159,526,Oil and Gas Test,Electric Log,17,2.5,-229,,-258,6,,,,,,
03300610000C,CRAWFORD,-87.687804,39.158777,504,Oil and Gas Test,Electric Log,8,,,,,,,,,,,
03300612000C,CRAWFORD,-87.787456,38.96889,525,Oil and Gas Test,Electric Log,15,,-227,,-245,5,,,,,,
03300616000C,CRAWFORD,-87.864195,39.117468,531,Oil and Gas Test,Electric Log,40,,-187,,-207,4,,,,,,
03300619000C,CRAWFORD,-87.77952,38.860823,436,Oil and Gas Test,Electric Log,-35,,-289,,-312,6,,,,,,
03300626000C,CRAWFORD,-87.92153,38.996403,503,Oil and Gas Test,Electric Log,,,-333,,-372,,,,,,,
03300631000C,CRAWFORD,-87.661908,38.88083,459,Oil and Gas Test,Electric Log,44,,-210,,-232,4.5,,,,,,
03300634000C,CRAWFORD,-87.774845,38.864718,474,Oil and Gas Test,Electric Log,-11,,-260,,-279,,,,,,,
03300638000C,CRAWFORD,-87.680848,38.947909,525,Oil and Gas Test,Electric Log,30,,-238,,-261,,,,,,,
03300640000C,CRAWFORD,-87.884377,39.018807,500,Oil and Gas Test,Electric Log,89,,-123,,-152,5.5,,,,,,
03300650000C,CRAWFORD,-87.91665,38.977879,499,Oil and Gas Test,Electric Log,,,-380,,,,,,,,,
03300672000C,CRAWFORD,-87.668041,39.142413,457,Oil and Gas Test,Electric Log,0,,-237,,,,,,,,,
03300697000C,CRAWFORD,-87.688136,38.906659,509,Oil and Gas Test,Electric Log,69,,-198,,-217,5,,,,,,
03300710000C,CRAWFORD,-87.911388,38.880388,446,Oil and Gas Test,Electric Log,,,-730,,,,,,,,,
03300765000C,CRAWFORD,-87.640579,38.906795,501,Oil and Gas Test,Electric Log,52,3,,,,,,,,,,
03300769000C,CRAWFORD,-87.707007,38.882993,527,Oil and Gas Test,Electric Log,81,,-204,,-227,7,,,,,,
03300771000C,CRAWFORD,-87.69058,38.958434,521,Oil and Gas Test,Electric Log,34,,-219,,-256,5,,,,,,
03300779000C,CRAWFORD,-87.808931,39.160653,559,Oil and Gas Test,Electric Log,-4,3.5,-220,,-248,6.5,,,,,,
03300780000C,CRAWFORD,-87.661992,38.890126,461,Oil and Gas Test,Electric Log,28,4.5,-227,,-254,4,,,,,,
